Temperature_C,Gas_mol,H2_mol,H2_mol_percent,CO_mol_percent,CO2_mol_percent,CH4_mol_percent,H2O_mol_percent,Char_mol_C,H2_mass_g,H2_yield_mol_per_kg,H2_yield_g_per_kg
600,8.523125005848064,3.2371376523972013,37.98064266540816,13.441414275407507,20.425099481504873,6.461093165786533,21.647087964508767,0.8492599486398177,6.5256810507144705,12.261885046959096,24.7184888284639
700,10.09443416575346,4.623270023067753,45.8001899576772,28.749507825052223,11.834824681196338,1.8790495438126065,11.698848973953195,0.0,9.319957574101823,17.512386451014216,35.30286959887054
800,10.440337165457866,4.8834960917819625,46.77527185557896,31.93066872586395,8.965529969968882,0.16034098008484374,12.131957559423347,0.0,9.844542101501423,18.498091256749856,37.28993220265691
900,10.470369043519423,4.788739151669316,45.736106643091816,33.31767959310508,7.6045818378213825,0.016519085386309605,13.289028429618005,0.0,9.653523481067142,18.139163453292863,36.56637682222402
